CLID	CLID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
CLID	CLID	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043
3690	ITGB3|3690	0.705506345	0.705506345	0.705506345	0.705506345	0.705506345	0.705506345	0.705506345	0.705506345	1.339746796	1.339746796	1.339746796	1.339746796
3694	ITGB6|3694	-1.753363119	-1.753363119	-1.753363119	-1.753363119	-1.235840389	-1.235840389	-1.235840389	-1.235840389	-1.753363119	-1.753363119	-1.753363119	-1.753363119
3695	ITGB7|3695	0.408717488	0.408717488	0.408717488	0.408717488	0.012638442	0.012638442	0.012638442	0.012638442	0.012638442	0.012638442	0.012638442	0.012638442
3702	ITK|3702	0.16398344	0.16398344	0.16398344	0.16398344	-0.41335368	-0.41335368	-0.41335368	-0.41335368	-0.41335368	-0.41335368	-0.41335368	-0.41335368
3707	ITPKB|3707	1.286753972	1.286753972	1.286753972	1.286753972	1.286753972	1.286753972	1.286753972	1.286753972	0.943168191	0.943168191	0.943168191	0.943168191
3708	ITPR1|3708	0.393655538	0.393655538	0.393655538	0.393655538	0.137168485	0.137168485	0.137168485	0.137168485	0.393655538	0.393655538	0.393655538	0.393655538
3717	JAK2|3717	0.110077825	0.110077825	0.110077825	0.110077825	-0.100284876	-0.100284876	-0.100284876	-0.100284876	0.110077825	0.110077825	0.110077825	0.110077825
3718	JAK3|3718	0.302033246	0.302033246	0.302033246	0.302033246	0.025849081	0.025849081	0.025849081	0.025849081	0.302033246	0.302033246	0.302033246	0.302033246
3737	KCNA2|3737	-1.337709386	-1.337709386	-1.337709386	-1.337709386	-1.337709386	-1.337709386	-1.337709386	-1.337709386	-0.795605229	-0.795605229	-0.795605229	-0.795605229
3738	KCNA3|3738	-0.551972317	-0.551972317	-0.551972317	-0.551972317	-1.060691909	-1.060691909	-1.060691909	-1.060691909	-1.060691909	-1.060691909	-1.060691909	-1.060691909
3778	KCNMA1|3778	-0.225777208	-0.225777208	-0.225777208	-0.225777208	-0.685552268	-0.685552268	-0.685552268	-0.685552268	-0.225777208	-0.225777208	-0.225777208	-0.225777208
3815	KIT|3815	0.318177656	0.318177656	0.318177656	0.318177656	0.897265157	0.897265157	0.897265157	0.897265157	0.318177656	0.318177656	0.318177656	0.318177656
3820	KLRB1|3820	-0.61890354	-0.61890354	-0.61890354	-0.61890354	-1.129372774	-1.129372774	-1.129372774	-1.129372774	-1.129372774	-1.129372774	-1.129372774	-1.129372774
3824	KLRD1|3824	-0.431175727	-0.431175727	-0.431175727	-0.431175727	-0.985278385	-0.985278385	-0.985278385	-0.985278385	-0.985278385	-0.985278385	-0.985278385	-0.985278385
3852	KRT5|3852	-0.562454622	-0.562454622	-0.562454622	-0.562454622	0.567409301	0.567409301	0.567409301	0.567409301	-0.562454622	-0.562454622	-0.562454622	-0.562454622
3853	KRT6A|3853	-0.514224255	-0.514224255	-0.514224255	-0.514224255	0.516914142	0.516914142	0.516914142	0.516914142	-0.514224255	-0.514224255	-0.514224255	-0.514224255
3854	KRT6B|3854	-0.806204258	-0.806204258	-0.806204258	-0.806204258	0.331366089	0.331366089	0.331366089	0.331366089	-0.806204258	-0.806204258	-0.806204258	-0.806204258
3858	KRT10|3858	0.55286781	0.55286781	0.55286781	0.55286781	0.974357708	0.974357708	0.974357708	0.974357708	0.55286781	0.55286781	0.55286781	0.55286781
3861	KRT14|3861	-0.574484869	-0.574484869	-0.574484869	-0.574484869	0.625052307	0.625052307	0.625052307	0.625052307	-0.574484869	-0.574484869	-0.574484869	-0.574484869
3866	KRT15|3866	-1.286611163	-1.286611163	-1.286611163	-1.286611163	-0.57261172	-0.57261172	-0.57261172	-0.57261172	-1.286611163	-1.286611163	-1.286611163	-1.286611163
3868	KRT16|3868	-0.915571549	-0.915571549	-0.915571549	-0.915571549	0.209857227	0.209857227	0.209857227	0.209857227	-0.915571549	-0.915571549	-0.915571549	-0.915571549
3872	KRT17|3872	-0.711275633	-0.711275633	-0.711275633	-0.711275633	0.384837719	0.384837719	0.384837719	0.384837719	-0.711275633	-0.711275633	-0.711275633	-0.711275633
3902	LAG3|3902	0.428366106	0.428366106	0.428366106	0.428366106	-0.196559064	-0.196559064	-0.196559064	-0.196559064	-0.196559064	-0.196559064	-0.196559064	-0.196559064
3903	LAIR1|3903	0.640573594	0.640573594	0.640573594	0.640573594	0.271098848	0.271098848	0.271098848	0.271098848	0.271098848	0.271098848	0.271098848	0.271098848
3910	LAMA4|3910	1.277775136	1.277775136	1.277775136	1.277775136	1.277775136	1.277775136	1.277775136	1.277775136	1.706916186	1.706916186	1.706916186	1.706916186
3912	LAMB1|3912	1.408683661	1.408683661	1.408683661	1.408683661	1.408683661	1.408683661	1.408683661	1.408683661	1.713656009	1.713656009	1.713656009	1.713656009
3915	LAMC1|3915	1.579315797	1.579315797	1.579315797	1.579315797	1.579315797	1.579315797	1.579315797	1.579315797	1.840152152	1.840152152	1.840152152	1.840152152
3930	LBR|3930	0.578640767	0.578640767	0.578640767	0.578640767	0.41535287	0.41535287	0.41535287	0.41535287	0.578640767	0.578640767	0.578640767	0.578640767
3932	LCK|3932	0.459173426	0.459173426	0.459173426	0.459173426	-0.188268424	-0.188268424	-0.188268424	-0.188268424	-0.188268424	-0.188268424	-0.188268424	-0.188268424
3936	LCP1|3936	1.418184345	1.418184345	1.418184345	1.418184345	0.995425464	0.995425464	0.995425464	0.995425464	0.995425464	0.995425464	0.995425464	0.995425464
3937	LCP2|3937	0.409956076	0.409956076	0.409956076	0.409956076	0.094796022	0.094796022	0.094796022	0.094796022	0.409956076	0.409956076	0.409956076	0.409956076
3957	LGALS2|3957	-0.665442788	-0.665442788	-0.665442788	-0.665442788	-1.223778713	-1.223778713	-1.223778713	-1.223778713	-1.223778713	-1.223778713	-1.223778713	-1.223778713
3958	LGALS3|3958	1.540359683	1.540359683	1.540359683	1.540359683	1.540359683	1.540359683	1.540359683	1.540359683	1.190958091	1.190958091	1.190958091	1.190958091
3965	LGALS9|3965	0.621451627	0.621451627	0.621451627	0.621451627	0.384463163	0.384463163	0.384463163	0.384463163	0.621451627	0.621451627	0.621451627	0.621451627
3977	LIFR|3977	-0.20208548	-0.20208548	-0.20208548	-0.20208548	-0.640270037	-0.640270037	-0.640270037	-0.640270037	-0.20208548	-0.20208548	-0.20208548	-0.20208548
4005	LMO2|4005	-0.148237416	-0.148237416	-0.148237416	-0.148237416	-0.33532208	-0.33532208	-0.33532208	-0.33532208	-0.148237416	-0.148237416	-0.148237416	-0.148237416
4033	LRMP|4033	-0.071802337	-0.071802337	-0.071802337	-0.071802337	-0.597907309	-0.597907309	-0.597907309	-0.597907309	-0.597907309	-0.597907309	-0.597907309	-0.597907309
4049	LTA|4049	-0.657947946	-0.657947946	-0.657947946	-0.657947946	-1.223894359	-1.223894359	-1.223894359	-1.223894359	-1.223894359	-1.223894359	-1.223894359	-1.223894359
4050	LTB|4050	0.282599816	0.282599816	0.282599816	0.282599816	-0.314948656	-0.314948656	-0.314948656	-0.314948656	-0.314948656	-0.314948656	-0.314948656	-0.314948656
4063	LY9|4063	-0.158400843	-0.158400843	-0.158400843	-0.158400843	-0.801254834	-0.801254834	-0.801254834	-0.801254834	-0.801254834	-0.801254834	-0.801254834	-0.801254834
4064	CD180|4064	0.092572842	0.092572842	0.092572842	0.092572842	-0.345934544	-0.345934544	-0.345934544	-0.345934544	-0.345934544	-0.345934544	-0.345934544	-0.345934544
4065	LY75|4065	0.216624984	0.216624984	0.216624984	0.216624984	-0.285546375	-0.285546375	-0.285546375	-0.285546375	-0.285546375	-0.285546375	-0.285546375	-0.285546375
4067	LYN|4067	0.649973757	0.649973757	0.649973757	0.649973757	0.385388966	0.385388966	0.385388966	0.385388966	0.385388966	0.385388966	0.385388966	0.385388966
4068	SH2D1A|4068	-0.085531544	-0.085531544	-0.085531544	-0.085531544	-0.773175923	-0.773175923	-0.773175923	-0.773175923	-0.773175923	-0.773175923	-0.773175923	-0.773175923
4069	LYZ|4069	1.44720543	1.44720543	1.44720543	1.44720543	0.97117098	0.97117098	0.97117098	0.97117098	0.97117098	0.97117098	0.97117098	0.97117098
4070	TACSTD2|4070	-0.783208759	-0.783208759	-0.783208759	-0.783208759	-0.232553283	-0.232553283	-0.232553283	-0.232553283	-0.783208759	-0.783208759	-0.783208759	-0.783208759
4118	MAL|4118	-0.14905731	-0.14905731	-0.14905731	-0.14905731	-0.14905731	-0.14905731	-0.14905731	-0.14905731	-0.971551131	-0.971551131	-0.971551131	-0.971551131
4121	MAN1A1|4121	0.035461881	0.035461881	0.035461881	0.035461881	-0.306555689	-0.306555689	-0.306555689	-0.306555689	0.035461881	0.035461881	0.035461881	0.035461881
4130	MAP1A|4130	0.245572281	0.245572281	0.245572281	0.245572281	0.245572281	0.245572281	0.245572281	0.245572281	0.539637651	0.539637651	0.539637651	0.539637651
4149	MAX|4149	0.882077917	0.882077917	0.882077917	0.882077917	0.882077917	0.882077917	0.882077917	0.882077917	0.761482158	0.761482158	0.761482158	0.761482158
4155	MBP|4155	1.324285026	1.324285026	1.324285026	1.324285026	1.324285026	1.324285026	1.324285026	1.324285026	0.792602857	0.792602857	0.792602857	0.792602857
4215	MAP3K3|4215	0.872293971	0.872293971	0.872293971	0.872293971	0.872293971	0.872293971	0.872293971	0.872293971	0.706376554	0.706376554	0.706376554	0.706376554
4223	MEOX2|4223	-0.709556336	-0.709556336	-0.709556336	-0.709556336	-0.709556336	-0.709556336	-0.709556336	-0.709556336	0.033784536	0.033784536	0.033784536	0.033784536
4242	MFNG|4242	0.250424507	0.250424507	0.250424507	0.250424507	-0.081929223	-0.081929223	-0.081929223	-0.081929223	-0.081929223	-0.081929223	-0.081929223	-0.081929223
4259	MGST3|4259	0.954893319	0.954893319	0.954893319	0.954893319	0.954893319	0.954893319	0.954893319	0.954893319	0.762536441	0.762536441	0.762536441	0.762536441
4261	CIITA|4261	0.616539252	0.616539252	0.616539252	0.616539252	0.089617248	0.089617248	0.089617248	0.089617248	0.089617248	0.089617248	0.089617248	0.089617248
4283	CXCL9|4283	1.276987693	1.276987693	1.276987693	1.276987693	0.55778581	0.55778581	0.55778581	0.55778581	0.55778581	0.55778581	0.55778581	0.55778581
4286	MITF|4286	1.276047152	1.276047152	1.276047152	1.276047152	1.276047152	1.276047152	1.276047152	1.276047152	0.854308924	0.854308924	0.854308924	0.854308924
4308	TRPM1|4308	0.182101555	0.182101555	0.182101555	0.182101555	0.182101555	0.182101555	0.182101555	0.182101555	-0.899733027	-0.899733027	-0.899733027	-0.899733027
4325	MMP16|4325	-0.141003688	-0.141003688	-0.141003688	-0.141003688	-0.141003688	-0.141003688	-0.141003688	-0.141003688	0.751747318	0.751747318	0.751747318	0.751747318
4332	MNDA|4332	0.080241742	0.080241742	0.080241742	0.080241742	-0.31524929	-0.31524929	-0.31524929	-0.31524929	-0.31524929	-0.31524929	-0.31524929	-0.31524929
4481	MSR1|4481	0.260993348	0.260993348	0.260993348	0.260993348	-0.066587352	-0.066587352	-0.066587352	-0.066587352	0.260993348	0.260993348	0.260993348	0.260993348
4542	MYO1F|4542	0.617880122	0.617880122	0.617880122	0.617880122	0.274235409	0.274235409	0.274235409	0.274235409	0.274235409	0.274235409	0.274235409	0.274235409
4598	MVK|4598	0.267733964	0.267733964	0.267733964	0.267733964	0.432651807	0.432651807	0.432651807	0.432651807	0.267733964	0.267733964	0.267733964	0.267733964
4642	MYO1D|4642	1.247610391	1.247610391	1.247610391	1.247610391	1.247610391	1.247610391	1.247610391	1.247610391	0.893838038	0.893838038	0.893838038	0.893838038
4647	MYO7A|4647	-0.099526381	-0.099526381	-0.099526381	-0.099526381	-0.412908345	-0.412908345	-0.412908345	-0.412908345	-0.099526381	-0.099526381	-0.099526381	-0.099526381
4665	NAB2|4665	0.826796975	0.826796975	0.826796975	0.826796975	0.960074926	0.960074926	0.960074926	0.960074926	0.826796975	0.826796975	0.826796975	0.826796975
4693	NDP|4693	-1.611543516	-1.611543516	-1.611543516	-1.611543516	-1.611543516	-1.611543516	-1.611543516	-1.611543516	-1.010853302	-1.010853302	-1.010853302	-1.010853302
4702	NDUFA8|4702	0.615396704	0.615396704	0.615396704	0.615396704	0.745126294	0.745126294	0.745126294	0.745126294	0.615396704	0.615396704	0.615396704	0.615396704
4716	NDUFB10|4716	0.857825268	0.857825268	0.857825268	0.857825268	0.964099466	0.964099466	0.964099466	0.964099466	0.857825268	0.857825268	0.857825268	0.857825268
4811	NID1|4811	1.160874293	1.160874293	1.160874293	1.160874293	1.160874293	1.160874293	1.160874293	1.160874293	1.661435982	1.661435982	1.661435982	1.661435982
4818	NKG7|4818	0.466469067	0.466469067	0.466469067	0.466469067	-0.110627525	-0.110627525	-0.110627525	-0.110627525	-0.110627525	-0.110627525	-0.110627525	-0.110627525
4885	NPTX2|4885	-0.470695133	-0.470695133	-0.470695133	-0.470695133	-0.470695133	-0.470695133	-0.470695133	-0.470695133	0.431864005	0.431864005	0.431864005	0.431864005
4935	GPR143|4935	0.666474116	0.666474116	0.666474116	0.666474116	0.666474116	0.666474116	0.666474116	0.666474116	-0.421378429	-0.421378429	-0.421378429	-0.421378429
4948	OCA2|4948	-0.535668514	-0.535668514	-0.535668514	-0.535668514	0.197798051	0.197798051	0.197798051	0.197798051	-0.535668514	-0.535668514	-0.535668514	-0.535668514
5017	OVOL1|5017	-1.552650766	-1.552650766	-1.552650766	-1.552650766	-0.93097858	-0.93097858	-0.93097858	-0.93097858	-1.552650766	-1.552650766	-1.552650766	-1.552650766
5063	PAK3|5063	-1.867590877	-1.867590877	-1.867590877	-1.867590877	-1.867590877	-1.867590877	-1.867590877	-1.867590877	-1.403189771	-1.403189771	-1.403189771	-1.403189771
5079	PAX5|5079	-0.828365397	-0.828365397	-0.828365397	-0.828365397	-1.50778388	-1.50778388	-1.50778388	-1.50778388	-1.50778388	-1.50778388	-1.50778388	-1.50778388
5101	PCDH9|5101	-0.341736276	-0.341736276	-0.341736276	-0.341736276	-0.341736276	-0.341736276	-0.341736276	-0.341736276	0.228367846	0.228367846	0.228367846	0.228367846
5118	PCOLCE|5118	0.96196321	0.96196321	0.96196321	0.96196321	0.96196321	0.96196321	0.96196321	0.96196321	1.479286683	1.479286683	1.479286683	1.479286683
5133	PDCD1|5133	0.020473951	0.020473951	0.020473951	0.020473951	-0.654291336	-0.654291336	-0.654291336	-0.654291336	-0.654291336	-0.654291336	-0.654291336	-0.654291336
5137	PDE1C|5137	-1.634572636	-1.634572636	-1.634572636	-1.634572636	-1.634572636	-1.634572636	-1.634572636	-1.634572636	-1.115536337	-1.115536337	-1.115536337	-1.115536337
5147	PDE6D|5147	0.387734425	0.387734425	0.387734425	0.387734425	0.387734425	0.387734425	0.387734425	0.387734425	0.243219099	0.243219099	0.243219099	0.243219099
5148	PDE6G|5148	-0.847437231	-0.847437231	-0.847437231	-0.847437231	-0.847437231	-0.847437231	-0.847437231	-0.847437231	-1.340841153	-1.340841153	-1.340841153	-1.340841153
5184	PEPD|5184	1.022993253	1.022993253	1.022993253	1.022993253	1.022993253	1.022993253	1.022993253	1.022993253	0.852825913	0.852825913	0.852825913	0.852825913
5218	CDK14|5218	0.012446237	0.012446237	0.012446237	0.012446237	-0.325230295	-0.325230295	-0.325230295	-0.325230295	0.012446237	0.012446237	0.012446237	0.012446237
5243	ABCB1|5243	-0.5913767	-0.5913767	-0.5913767	-0.5913767	-0.917741632	-0.917741632	-0.917741632	-0.917741632	-0.5913767	-0.5913767	-0.5913767	-0.5913767
5255	PHKA1|5255	-0.446043424	-0.446043424	-0.446043424	-0.446043424	-0.446043424	-0.446043424	-0.446043424	-0.446043424	0.28528473	0.28528473	0.28528473	0.28528473
5266	PI3|5266	-1.250663046	-1.250663046	-1.250663046	-1.250663046	-0.381848816	-0.381848816	-0.381848816	-0.381848816	-1.250663046	-1.250663046	-1.250663046	-1.250663046
5292	PIM1|5292	0.399735173	0.399735173	0.399735173	0.399735173	0.399735173	0.399735173	0.399735173	0.399735173	0.088696389	0.088696389	0.088696389	0.088696389
5293	PIK3CD|5293	0.884971481	0.884971481	0.884971481	0.884971481	0.884971481	0.884971481	0.884971481	0.884971481	0.391751383	0.391751383	0.391751383	0.391751383
5294	PIK3CG|5294	-0.0646853	-0.0646853	-0.0646853	-0.0646853	-0.553239011	-0.553239011	-0.553239011	-0.553239011	-0.553239011	-0.553239011	-0.553239011	-0.553239011
5296	PIK3R2|5296	1.044168414	1.044168414	1.044168414	1.044168414	1.165579572	1.165579572	1.165579572	1.165579572	1.044168414	1.044168414	1.044168414	1.044168414
5305	PIP4K2A|5305	0.938973013	0.938973013	0.938973013	0.938973013	0.938973013	0.938973013	0.938973013	0.938973013	0.660632145	0.660632145	0.660632145	0.660632145
5307	PITX1|5307	-1.572374708	-1.572374708	-1.572374708	-1.572374708	-0.990513421	-0.990513421	-0.990513421	-0.990513421	-1.572374708	-1.572374708	-1.572374708	-1.572374708
5317	PKP1|5317	-0.828099039	-0.828099039	-0.828099039	-0.828099039	0.044108729	0.044108729	0.044108729	0.044108729	-0.828099039	-0.828099039	-0.828099039	-0.828099039
5341	PLEK|5341	0.774014765	0.774014765	0.774014765	0.774014765	0.309566817	0.309566817	0.309566817	0.309566817	0.309566817	0.309566817	0.309566817	0.309566817
5368	PNOC|5368	-0.82436542	-0.82436542	-0.82436542	-0.82436542	-1.441184545	-1.441184545	-1.441184545	-1.441184545	-1.441184545	-1.441184545	-1.441184545	-1.441184545
5396	PRRX1|5396	0.587344798	0.587344798	0.587344798	0.587344798	0.587344798	0.587344798	0.587344798	0.587344798	1.035328479	1.035328479	1.035328479	1.035328479
5450	POU2AF1|5450	0.35967943	0.35967943	0.35967943	0.35967943	-0.465005638	-0.465005638	-0.465005638	-0.465005638	-0.465005638	-0.465005638	-0.465005638	-0.465005638
5452	POU2F2|5452	0.079348498	0.079348498	0.079348498	0.079348498	-0.321737244	-0.321737244	-0.321737244	-0.321737244	-0.321737244	-0.321737244	-0.321737244	-0.321737244
5551	PRF1|5551	0.531957284	0.531957284	0.531957284	0.531957284	-0.012575747	-0.012575747	-0.012575747	-0.012575747	-0.012575747	-0.012575747	-0.012575747	-0.012575747
5552	SRGN|5552	0.739164378	0.739164378	0.739164378	0.739164378	0.441135118	0.441135118	0.441135118	0.441135118	0.739164378	0.739164378	0.739164378	0.739164378
5563	PRKAA2|5563	-1.382971942	-1.382971942	-1.382971942	-1.382971942	-1.382971942	-1.382971942	-1.382971942	-1.382971942	-0.678962086	-0.678962086	-0.678962086	-0.678962086
5578	PRKCA|5578	0.53188353	0.53188353	0.53188353	0.53188353	0.53188353	0.53188353	0.53188353	0.53188353	0.864356197	0.864356197	0.864356197	0.864356197
5579	PRKCB|5579	0.451535006	0.451535006	0.451535006	0.451535006	-0.05215678	-0.05215678	-0.05215678	-0.05215678	-0.05215678	-0.05215678	-0.05215678	-0.05215678
5583	PRKCH|5583	0.371688203	0.371688203	0.371688203	0.371688203	0.371688203	0.371688203	0.371688203	0.371688203	0.01856868	0.01856868	0.01856868	0.01856868
5588	PRKCQ|5588	-0.347402355	-0.347402355	-0.347402355	-0.347402355	-0.860010476	-0.860010476	-0.860010476	-0.860010476	-0.860010476	-0.860010476	-0.860010476	-0.860010476
5625	PRODH|5625	-0.810570548	-0.810570548	-0.810570548	-0.810570548	-0.213999977	-0.213999977	-0.213999977	-0.213999977	-0.810570548	-0.810570548	-0.810570548	-0.810570548
5652	PRSS8|5652	-1.541225238	-1.541225238	-1.541225238	-1.541225238	-0.872814432	-0.872814432	-0.872814432	-0.872814432	-1.541225238	-1.541225238	-1.541225238	-1.541225238
5655	KLK10|5655	-1.471306841	-1.471306841	-1.471306841	-1.471306841	-0.665673511	-0.665673511	-0.665673511	-0.665673511	-1.471306841	-1.471306841	-1.471306841	-1.471306841
5696	PSMB8|5696	1.005865639	1.005865639	1.005865639	1.005865639	1.005865639	1.005865639	1.005865639	1.005865639	0.738570973	0.738570973	0.738570973	0.738570973
5698	PSMB9|5698	0.87124175	0.87124175	0.87124175	0.87124175	0.517715449	0.517715449	0.517715449	0.517715449	0.517715449	0.517715449	0.517715449	0.517715449
5699	PSMB10|5699	0.754446415	0.754446415	0.754446415	0.754446415	0.754446415	0.754446415	0.754446415	0.754446415	0.428873223	0.428873223	0.428873223	0.428873223
5720	PSME1|5720	1.124934608	1.124934608	1.124934608	1.124934608	1.124934608	1.124934608	1.124934608	1.124934608	0.924518941	0.924518941	0.924518941	0.924518941
5724	PTAFR|5724	-0.139078216	-0.139078216	-0.139078216	-0.139078216	-0.489415262	-0.489415262	-0.489415262	-0.489415262	-0.489415262	-0.489415262	-0.489415262	-0.489415262
5732	PTGER2|5732	-0.662160425	-0.662160425	-0.662160425	-0.662160425	-1.020071003	-1.020071003	-1.020071003	-1.020071003	-1.020071003	-1.020071003	-1.020071003	-1.020071003
5734	PTGER4|5734	0.06588967	0.06588967	0.06588967	0.06588967	-0.270876721	-0.270876721	-0.270876721	-0.270876721	-0.270876721	-0.270876721	-0.270876721	-0.270876721
5753	PTK6|5753	-0.758896293	-0.758896293	-0.758896293	-0.758896293	-0.311298942	-0.311298942	-0.311298942	-0.311298942	-0.758896293	-0.758896293	-0.758896293	-0.758896293
5764	PTN|5764	-0.665125405	-0.665125405	-0.665125405	-0.665125405	-0.665125405	-0.665125405	-0.665125405	-0.665125405	0.235058816	0.235058816	0.235058816	0.235058816
5777	PTPN6|5777	0.807438373	0.807438373	0.807438373	0.807438373	0.37818604	0.37818604	0.37818604	0.37818604	0.37818604	0.37818604	0.37818604	0.37818604
5778	PTPN7|5778	0.466799895	0.466799895	0.466799895	0.466799895	-0.019112052	-0.019112052	-0.019112052	-0.019112052	-0.019112052	-0.019112052	-0.019112052	-0.019112052
5788	PTPRC|5788	0.986620272	0.986620272	0.986620272	0.986620272	0.368325921	0.368325921	0.368325921	0.368325921	0.368325921	0.368325921	0.368325921	0.368325921
5790	PTPRCAP|5790	0.5395827	0.5395827	0.5395827	0.5395827	-0.028035568	-0.028035568	-0.028035568	-0.028035568	-0.028035568	-0.028035568	-0.028035568	-0.028035568
5791	PTPRE|5791	0.113665458	0.113665458	0.113665458	0.113665458	-0.120726853	-0.120726853	-0.120726853	-0.120726853	0.113665458	0.113665458	0.113665458	0.113665458
5800	PTPRO|5800	-0.656609963	-0.656609963	-0.656609963	-0.656609963	-1.047634194	-1.047634194	-1.047634194	-1.047634194	-0.656609963	-0.656609963	-0.656609963	-0.656609963
5818	PVRL1|5818	0.473030582	0.473030582	0.473030582	0.473030582	0.720297381	0.720297381	0.720297381	0.720297381	0.473030582	0.473030582	0.473030582	0.473030582
5833	PCYT2|5833	0.632692287	0.632692287	0.632692287	0.632692287	0.632692287	0.632692287	0.632692287	0.632692287	0.393051126	0.393051126	0.393051126	0.393051126
5869	RAB5B|5869	1.349118218	1.349118218	1.349118218	1.349118218	1.349118218	1.349118218	1.349118218	1.349118218	1.181748153	1.181748153	1.181748153	1.181748153
5873	RAB27A|5873	0.856433783	0.856433783	0.856433783	0.856433783	0.856433783	0.856433783	0.856433783	0.856433783	0.549330164	0.549330164	0.549330164	0.549330164
5877	RABIF|5877	0.408355649	0.408355649	0.408355649	0.408355649	0.53089595	0.53089595	0.53089595	0.53089595	0.408355649	0.408355649	0.408355649	0.408355649
5880	RAC2|5880	0.965102556	0.965102556	0.965102556	0.965102556	0.545674865	0.545674865	0.545674865	0.545674865	0.545674865	0.545674865	0.545674865	0.545674865
5906	RAP1A|5906	0.715772026	0.715772026	0.715772026	0.715772026	0.580958172	0.580958172	0.580958172	0.580958172	0.715772026	0.715772026	0.715772026	0.715772026
5912	RAP2B|5912	0.913101537	0.913101537	0.913101537	0.913101537	0.913101537	0.913101537	0.913101537	0.913101537	0.742442507	0.742442507	0.742442507	0.742442507
5918	RARRES1|5918	-0.164870191	-0.164870191	-0.164870191	-0.164870191	-0.562879616	-0.562879616	-0.562879616	-0.562879616	-0.164870191	-0.164870191	-0.164870191	-0.164870191
5920	RARRES3|5920	0.64132093	0.64132093	0.64132093	0.64132093	0.16684185	0.16684185	0.16684185	0.16684185	0.16684185	0.16684185	0.16684185	0.16684185
5923	RASGRF1|5923	-0.522971108	-0.522971108	-0.522971108	-0.522971108	-0.522971108	-0.522971108	-0.522971108	-0.522971108	-1.14539045	-1.14539045	-1.14539045	-1.14539045
5973	RENBP|5973	0.838507019	0.838507019	0.838507019	0.838507019	0.838507019	0.838507019	0.838507019	0.838507019	0.466021624	0.466021624	0.466021624	0.466021624
6039	RNASE6|6039	0.350834166	0.350834166	0.350834166	0.350834166	0.042700783	0.042700783	0.042700783	0.042700783	0.042700783	0.042700783	0.042700783	0.042700783
6183	MRPS12|6183	0.564867593	0.564867593	0.564867593	0.564867593	0.705166479	0.705166479	0.705166479	0.705166479	0.564867593	0.564867593	0.564867593	0.564867593
6252	RTN1|6252	-0.487136436	-0.487136436	-0.487136436	-0.487136436	-0.915180187	-0.915180187	-0.915180187	-0.915180187	-0.487136436	-0.487136436	-0.487136436	-0.487136436
6273	S100A2|6273	-0.503316831	-0.503316831	-0.503316831	-0.503316831	0.076835623	0.076835623	0.076835623	0.076835623	-0.503316831	-0.503316831	-0.503316831	-0.503316831
6279	S100A8|6279	-0.266372091	-0.266372091	-0.266372091	-0.266372091	0.299158312	0.299158312	0.299158312	0.299158312	-0.266372091	-0.266372091	-0.266372091	-0.266372091
6283	S100A12|6283	-1.986926086	-1.986926086	-1.986926086	-1.986926086	-1.613164412	-1.613164412	-1.613164412	-1.613164412	-1.986926086	-1.986926086	-1.986926086	-1.986926086
6286	S100P|6286	-1.786553249	-1.786553249	-1.786553249	-1.786553249	-1.279902991	-1.279902991	-1.279902991	-1.279902991	-1.786553249	-1.786553249	-1.786553249	-1.786553249
6303	SAT1|6303	1.363093387	1.363093387	1.363093387	1.363093387	1.363093387	1.363093387	1.363093387	1.363093387	1.121796518	1.121796518	1.121796518	1.121796518
6304	SATB1|6304	0.277880226	0.277880226	0.277880226	0.277880226	-0.081828703	-0.081828703	-0.081828703	-0.081828703	0.277880226	0.277880226	0.277880226	0.277880226
6335	SCN9A|6335	-0.975813248	-0.975813248	-0.975813248	-0.975813248	-0.975813248	-0.975813248	-0.975813248	-0.975813248	-0.350540959	-0.350540959	-0.350540959	-0.350540959
6337	SCNN1A|6337	-1.293004497	-1.293004497	-1.293004497	-1.293004497	-0.832099492	-0.832099492	-0.832099492	-0.832099492	-1.293004497	-1.293004497	-1.293004497	-1.293004497
6338	SCNN1B|6338	-1.425572226	-1.425572226	-1.425572226	-1.425572226	-1.425572226	-1.425572226	-1.425572226	-1.425572226	-2.009527329	-2.009527329	-2.009527329	-2.009527329
6351	CCL4|6351	0.193519022	0.193519022	0.193519022	0.193519022	-0.276868201	-0.276868201	-0.276868201	-0.276868201	-0.276868201	-0.276868201	-0.276868201	-0.276868201
6352	CCL5|6352	1.021986721	1.021986721	1.021986721	1.021986721	0.500747298	0.500747298	0.500747298	0.500747298	0.500747298	0.500747298	0.500747298	0.500747298
