CLID	CLID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
CLID	CLID	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Immune_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_Keratin_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043	Melanoma_Scorr_MITF.low_Cell.2015_PMID.26091043
11227	GALNT5|11227	-0.803361469	-0.803361469	-0.803361469	-0.803361469	-0.803361469	-0.803361469	-0.803361469	-0.803361469	-0.155349098	-0.155349098	-0.155349098	-0.155349098
11262	SP140|11262	0.122510353	0.122510353	0.122510353	0.122510353	-0.457527241	-0.457527241	-0.457527241	-0.457527241	-0.457527241	-0.457527241	-0.457527241	-0.457527241
11277	TREX1|11277	0.276939808	0.276939808	0.276939808	0.276939808	0.276939808	0.276939808	0.276939808	0.276939808	0.049165649	0.049165649	0.049165649	0.049165649
11309	SLCO2B1|11309	0.49609532	0.49609532	0.49609532	0.49609532	0.211961837	0.211961837	0.211961837	0.211961837	0.49609532	0.49609532	0.49609532	0.49609532
11314	CD300A|11314	-0.124916183	-0.124916183	-0.124916183	-0.124916183	-0.397751293	-0.397751293	-0.397751293	-0.397751293	-0.124916183	-0.124916183	-0.124916183	-0.124916183
11320	MGAT4A|11320	0.354368335	0.354368335	0.354368335	0.354368335	0.135487563	0.135487563	0.135487563	0.135487563	0.354368335	0.354368335	0.354368335	0.354368335
11326	VSIG4|11326	0.250981436	0.250981436	0.250981436	0.250981436	-0.047820143	-0.047820143	-0.047820143	-0.047820143	0.250981436	0.250981436	0.250981436	0.250981436
22797	TFEC|22797	-0.022906563	-0.022906563	-0.022906563	-0.022906563	-0.478881693	-0.478881693	-0.478881693	-0.478881693	-0.478881693	-0.478881693	-0.478881693	-0.478881693
22806	IKZF3|22806	-0.364599234	-0.364599234	-0.364599234	-0.364599234	-1.080127905	-1.080127905	-1.080127905	-1.080127905	-1.080127905	-1.080127905	-1.080127905	-1.080127905
22807	IKZF2|22807	-0.474237318	-0.474237318	-0.474237318	-0.474237318	-0.768180196	-0.768180196	-0.768180196	-0.768180196	-0.474237318	-0.474237318	-0.474237318	-0.474237318
22873	DZIP1|22873	-0.146720676	-0.146720676	-0.146720676	-0.146720676	-0.146720676	-0.146720676	-0.146720676	-0.146720676	0.352458649	0.352458649	0.352458649	0.352458649
22875	ENPP4|22875	-0.481751069	-0.481751069	-0.481751069	-0.481751069	-0.953444356	-0.953444356	-0.953444356	-0.953444356	-0.481751069	-0.481751069	-0.481751069	-0.481751069
22898	DENND3|22898	0.11636747	0.11636747	0.11636747	0.11636747	-0.081484479	-0.081484479	-0.081484479	-0.081484479	0.11636747	0.11636747	0.11636747	0.11636747
22905	EPN2|22905	0.560657968	0.560657968	0.560657968	0.560657968	0.560657968	0.560657968	0.560657968	0.560657968	0.717366519	0.717366519	0.717366519	0.717366519
22914	KLRK1|22914	0.023721439	0.023721439	0.023721439	0.023721439	-0.52875739	-0.52875739	-0.52875739	-0.52875739	-0.52875739	-0.52875739	-0.52875739	-0.52875739
23037	PDZD2|23037	-0.307091479	-0.307091479	-0.307091479	-0.307091479	-0.307091479	-0.307091479	-0.307091479	-0.307091479	0.237723834	0.237723834	0.237723834	0.237723834
23048	FNBP1|23048	0.824507122	0.824507122	0.824507122	0.824507122	0.824507122	0.824507122	0.824507122	0.824507122	0.62872951	0.62872951	0.62872951	0.62872951
23213	SULF1|23213	0.645891877	0.645891877	0.645891877	0.645891877	0.32065578	0.32065578	0.32065578	0.32065578	0.645891877	0.645891877	0.645891877	0.645891877
23218	NBEAL2|23218	0.595516449	0.595516449	0.595516449	0.595516449	0.595516449	0.595516449	0.595516449	0.595516449	0.364889354	0.364889354	0.364889354	0.364889354
23224	SYNE2|23224	0.974716546	0.974716546	0.974716546	0.974716546	0.974716546	0.974716546	0.974716546	0.974716546	0.766445272	0.766445272	0.766445272	0.766445272
23228	PLCL2|23228	-0.247588121	-0.247588121	-0.247588121	-0.247588121	-0.540778362	-0.540778362	-0.540778362	-0.540778362	-0.247588121	-0.247588121	-0.247588121	-0.247588121
23231	SEL1L3|23231	0.445596456	0.445596456	0.445596456	0.445596456	-0.050858199	-0.050858199	-0.050858199	-0.050858199	0.445596456	0.445596456	0.445596456	0.445596456
23495	TNFRSF13B|23495	-0.934473157	-0.934473157	-0.934473157	-0.934473157	-1.584608777	-1.584608777	-1.584608777	-1.584608777	-1.584608777	-1.584608777	-1.584608777	-1.584608777
23503	ZFYVE26|23503	0.816963828	0.816963828	0.816963828	0.816963828	0.816963828	0.816963828	0.816963828	0.816963828	0.647093326	0.647093326	0.647093326	0.647093326
23533	PIK3R5|23533	0.22776415	0.22776415	0.22776415	0.22776415	-0.098772331	-0.098772331	-0.098772331	-0.098772331	-0.098772331	-0.098772331	-0.098772331	-0.098772331
23543	RBM9|23543	1.036970745	1.036970745	1.036970745	1.036970745	1.036970745	1.036970745	1.036970745	1.036970745	1.227555219	1.227555219	1.227555219	1.227555219
23547	LILRA4|23547	-0.772688644	-0.772688644	-0.772688644	-0.772688644	-1.345913651	-1.345913651	-1.345913651	-1.345913651	-1.345913651	-1.345913651	-1.345913651	-1.345913651
23550	PSD4|23550	0.132673403	0.132673403	0.132673403	0.132673403	-0.176297701	-0.176297701	-0.176297701	-0.176297701	0.132673403	0.132673403	0.132673403	0.132673403
23650	TRIM29|23650	-1.203851267	-1.203851267	-1.203851267	-1.203851267	-0.167578993	-0.167578993	-0.167578993	-0.167578993	-1.203851267	-1.203851267	-1.203851267	-1.203851267
23659	PLA2G15|23659	0.690045506	0.690045506	0.690045506	0.690045506	0.690045506	0.690045506	0.690045506	0.690045506	0.490678613	0.490678613	0.490678613	0.490678613
23767	FLRT3|23767	-0.607804273	-0.607804273	-0.607804273	-0.607804273	-0.607804273	-0.607804273	-0.607804273	-0.607804273	0.194325906	0.194325906	0.194325906	0.194325906
23779	ARHGAP8|23779	-1.245197223	-1.245197223	-1.245197223	-1.245197223	-0.699330342	-0.699330342	-0.699330342	-0.699330342	-1.245197223	-1.245197223	-1.245197223	-1.245197223
25798	BRI3|25798	1.104943826	1.104943826	1.104943826	1.104943826	1.104943826	1.104943826	1.104943826	1.104943826	0.929522761	0.929522761	0.929522761	0.929522761
25816	TNFAIP8|25816	0.27647294	0.27647294	0.27647294	0.27647294	-0.026261616	-0.026261616	-0.026261616	-0.026261616	-0.026261616	-0.026261616	-0.026261616	-0.026261616
25833	POU2F3|25833	-1.902000404	-1.902000404	-1.902000404	-1.902000404	-1.420992725	-1.420992725	-1.420992725	-1.420992725	-1.902000404	-1.902000404	-1.902000404	-1.902000404
25937	WWTR1|25937	0.622525454	0.622525454	0.622525454	0.622525454	0.622525454	0.622525454	0.622525454	0.622525454	1.027613492	1.027613492	1.027613492	1.027613492
25939	SAMHD1|25939	0.469571052	0.469571052	0.469571052	0.469571052	0.118694304	0.118694304	0.118694304	0.118694304	0.469571052	0.469571052	0.469571052	0.469571052
26012	NELF|26012	0.766434511	0.766434511	0.766434511	0.766434511	0.970483695	0.970483695	0.970483695	0.970483695	0.766434511	0.766434511	0.766434511	0.766434511
26034	IPCEF1|26034	-0.219316925	-0.219316925	-0.219316925	-0.219316925	-0.714838554	-0.714838554	-0.714838554	-0.714838554	-0.714838554	-0.714838554	-0.714838554	-0.714838554
26051	PPP1R16B|26051	0.429506702	0.429506702	0.429506702	0.429506702	0.054179667	0.054179667	0.054179667	0.054179667	0.054179667	0.054179667	0.054179667	0.054179667
26073	POLDIP2|26073	1.099423534	1.099423534	1.099423534	1.099423534	1.193492108	1.193492108	1.193492108	1.193492108	1.099423534	1.099423534	1.099423534	1.099423534
26085	KLK13|26085	-1.54879407	-1.54879407	-1.54879407	-1.54879407	-0.880947196	-0.880947196	-0.880947196	-0.880947196	-1.54879407	-1.54879407	-1.54879407	-1.54879407
26112	CCDC69|26112	0.475782973	0.475782973	0.475782973	0.475782973	0.079704239	0.079704239	0.079704239	0.079704239	0.079704239	0.079704239	0.079704239	0.079704239
26154	ABCA12|26154	-1.651905836	-1.651905836	-1.651905836	-1.651905836	-0.96462688	-0.96462688	-0.96462688	-0.96462688	-1.651905836	-1.651905836	-1.651905836	-1.651905836
26157	GIMAP2|26157	0.150534794	0.150534794	0.150534794	0.150534794	-0.182606454	-0.182606454	-0.182606454	-0.182606454	-0.182606454	-0.182606454	-0.182606454	-0.182606454
26191	PTPN22|26191	-0.144311988	-0.144311988	-0.144311988	-0.144311988	-0.646307417	-0.646307417	-0.646307417	-0.646307417	-0.646307417	-0.646307417	-0.646307417	-0.646307417
26228	STAP1|26228	-0.799475126	-0.799475126	-0.799475126	-0.799475126	-1.51821338	-1.51821338	-1.51821338	-1.51821338	-1.51821338	-1.51821338	-1.51821338	-1.51821338
26278	SACS|26278	0.647023335	0.647023335	0.647023335	0.647023335	0.647023335	0.647023335	0.647023335	0.647023335	0.922706926	0.922706926	0.922706926	0.922706926
26279	PLA2G2D|26279	0.400933887	0.400933887	0.400933887	0.400933887	-0.6026728	-0.6026728	-0.6026728	-0.6026728	-0.6026728	-0.6026728	-0.6026728	-0.6026728
26330	GAPDHS|26330	0.073902752	0.073902752	0.073902752	0.073902752	0.073902752	0.073902752	0.073902752	0.073902752	-0.815641562	-0.815641562	-0.815641562	-0.815641562
26517	TIMM13|26517	0.795919164	0.795919164	0.795919164	0.795919164	0.932257786	0.932257786	0.932257786	0.932257786	0.795919164	0.795919164	0.795919164	0.795919164
26578	OSTF1|26578	0.546582549	0.546582549	0.546582549	0.546582549	0.546582549	0.546582549	0.546582549	0.546582549	0.341165704	0.341165704	0.341165704	0.341165704
27013	C2orf24|27013	0.971187183	0.971187183	0.971187183	0.971187183	0.971187183	0.971187183	0.971187183	0.971187183	0.789654778	0.789654778	0.789654778	0.789654778
27033	ZBTB32|27033	-0.906725239	-0.906725239	-0.906725239	-0.906725239	-1.370134298	-1.370134298	-1.370134298	-1.370134298	-1.370134298	-1.370134298	-1.370134298	-1.370134298
27036	SIGLEC7|27036	-0.296614727	-0.296614727	-0.296614727	-0.296614727	-0.655657635	-0.655657635	-0.655657635	-0.655657635	-0.655657635	-0.655657635	-0.655657635	-0.655657635
27065	D4S234E|27065	0.933188349	0.933188349	0.933188349	0.933188349	0.933188349	0.933188349	0.933188349	0.933188349	0.106855129	0.106855129	0.106855129	0.106855129
27071	DAPP1|27071	-0.186335923	-0.186335923	-0.186335923	-0.186335923	-0.651710657	-0.651710657	-0.651710657	-0.651710657	-0.651710657	-0.651710657	-0.651710657	-0.651710657
27075	TSPAN13|27075	0.069070567	0.069070567	0.069070567	0.069070567	0.069070567	0.069070567	0.069070567	0.069070567	0.488539834	0.488539834	0.488539834	0.488539834
27076	LYPD3|27076	-0.420240761	-0.420240761	-0.420240761	-0.420240761	0.086991554	0.086991554	0.086991554	0.086991554	-0.420240761	-0.420240761	-0.420240761	-0.420240761
27111	SDCBP2|27111	-0.606851341	-0.606851341	-0.606851341	-0.606851341	-0.342936708	-0.342936708	-0.342936708	-0.342936708	-0.606851341	-0.606851341	-0.606851341	-0.606851341
27115	PDE7B|27115	-0.43865333	-0.43865333	-0.43865333	-0.43865333	-0.43865333	-0.43865333	-0.43865333	-0.43865333	0.028492469	0.028492469	0.028492469	0.028492469
27128	CYTH4|27128	0.524827325	0.524827325	0.524827325	0.524827325	0.197815733	0.197815733	0.197815733	0.197815733	0.197815733	0.197815733	0.197815733	0.197815733
27181	SIGLEC8|27181	-0.365156684	-0.365156684	-0.365156684	-0.365156684	-0.98120262	-0.98120262	-0.98120262	-0.98120262	-0.98120262	-0.98120262	-0.98120262	-0.98120262
27197	GPR82|27197	-1.584754485	-1.584754485	-1.584754485	-1.584754485	-1.914839709	-1.914839709	-1.914839709	-1.914839709	-1.584754485	-1.584754485	-1.584754485	-1.584754485
27240	SIT1|27240	-0.051639015	-0.051639015	-0.051639015	-0.051639015	-0.704228851	-0.704228851	-0.704228851	-0.704228851	-0.704228851	-0.704228851	-0.704228851	-0.704228851
27255	CNTN6|27255	-1.629230844	-1.629230844	-1.629230844	-1.629230844	-1.629230844	-1.629230844	-1.629230844	-1.629230844	-0.92861237	-0.92861237	-0.92861237	-0.92861237
27299	ADAMDEC1|27299	0.125351442	0.125351442	0.125351442	0.125351442	-0.581316598	-0.581316598	-0.581316598	-0.581316598	-0.581316598	-0.581316598	-0.581316598	-0.581316598
27315	PGAP2|27315	0.33652705	0.33652705	0.33652705	0.33652705	0.462259716	0.462259716	0.462259716	0.462259716	0.33652705	0.33652705	0.33652705	0.33652705
27334	P2RY10|27334	-0.418580758	-0.418580758	-0.418580758	-0.418580758	-1.098193556	-1.098193556	-1.098193556	-1.098193556	-1.098193556	-1.098193556	-1.098193556	-1.098193556
28955	DEXI|28955	0.576172558	0.576172558	0.576172558	0.576172558	0.702276973	0.702276973	0.702276973	0.702276973	0.576172558	0.576172558	0.576172558	0.576172558
28959	TMEM176B|28959	0.586220535	0.586220535	0.586220535	0.586220535	0.280661116	0.280661116	0.280661116	0.280661116	0.586220535	0.586220535	0.586220535	0.586220535
29114	TAGLN3|29114	-1.69303077	-1.69303077	-1.69303077	-1.69303077	-1.69303077	-1.69303077	-1.69303077	-1.69303077	-0.96832513	-0.96832513	-0.96832513	-0.96832513
29125	C11orf21|29125	-0.884974316	-0.884974316	-0.884974316	-0.884974316	-1.310074092	-1.310074092	-1.310074092	-1.310074092	-1.310074092	-1.310074092	-1.310074092	-1.310074092
29126	CD274|29126	-0.429186959	-0.429186959	-0.429186959	-0.429186959	-0.850550685	-0.850550685	-0.850550685	-0.850550685	-0.850550685	-0.850550685	-0.850550685	-0.850550685
29760	BLNK|29760	-0.122769433	-0.122769433	-0.122769433	-0.122769433	-0.579044014	-0.579044014	-0.579044014	-0.579044014	-0.579044014	-0.579044014	-0.579044014	-0.579044014
29851	ICOS|29851	-0.314124925	-0.314124925	-0.314124925	-0.314124925	-0.888787348	-0.888787348	-0.888787348	-0.888787348	-0.888787348	-0.888787348	-0.888787348	-0.888787348
29886	SNX8|29886	0.779616519	0.779616519	0.779616519	0.779616519	0.779616519	0.779616519	0.779616519	0.779616519	0.557552467	0.557552467	0.557552467	0.557552467
29906	ST8SIA5|29906	-1.528268886	-1.528268886	-1.528268886	-1.528268886	-1.528268886	-1.528268886	-1.528268886	-1.528268886	-0.542948426	-0.542948426	-0.542948426	-0.542948426
29909	GPR171|29909	-0.493416356	-0.493416356	-0.493416356	-0.493416356	-1.080417959	-1.080417959	-1.080417959	-1.080417959	-1.080417959	-1.080417959	-1.080417959	-1.080417959
29933	GPR132|29933	-0.10277797	-0.10277797	-0.10277797	-0.10277797	-0.471188924	-0.471188924	-0.471188924	-0.471188924	-0.471188924	-0.471188924	-0.471188924	-0.471188924
29965	C16orf5|29965	0.727974292	0.727974292	0.727974292	0.727974292	0.882505535	0.882505535	0.882505535	0.882505535	0.727974292	0.727974292	0.727974292	0.727974292
29986	SLC39A2|29986	-1.860678729	-1.860678729	-1.860678729	-1.860678729	-1.321943516	-1.321943516	-1.321943516	-1.321943516	-1.860678729	-1.860678729	-1.860678729	-1.860678729
29993	PACSIN1|29993	-0.784950257	-0.784950257	-0.784950257	-0.784950257	-1.197249091	-1.197249091	-1.197249091	-1.197249091	-1.197249091	-1.197249091	-1.197249091	-1.197249091
30008	EFEMP2|30008	0.542926283	0.542926283	0.542926283	0.542926283	0.542926283	0.542926283	0.542926283	0.542926283	0.886606267	0.886606267	0.886606267	0.886606267
30009	TBX21|30009	-0.417217217	-0.417217217	-0.417217217	-0.417217217	-0.985316271	-0.985316271	-0.985316271	-0.985316271	-0.985316271	-0.985316271	-0.985316271	-0.985316271
30061	SLC40A1|30061	0.409626948	0.409626948	0.409626948	0.409626948	0.056843756	0.056843756	0.056843756	0.056843756	0.409626948	0.409626948	0.409626948	0.409626948
30845	EHD3|30845	0.1967133	0.1967133	0.1967133	0.1967133	0.1967133	0.1967133	0.1967133	0.1967133	0.586936363	0.586936363	0.586936363	0.586936363
43847	KLK14|43847	-1.945756522	-1.945756522	-1.945756522	-1.945756522	-1.587349959	-1.587349959	-1.587349959	-1.587349959	-1.945756522	-1.945756522	-1.945756522	-1.945756522
50615	IL21R|50615	0.138167025	0.138167025	0.138167025	0.138167025	-0.465078459	-0.465078459	-0.465078459	-0.465078459	-0.465078459	-0.465078459	-0.465078459	-0.465078459
50650	ARHGEF3|50650	0.335045162	0.335045162	0.335045162	0.335045162	0.167711856	0.167711856	0.167711856	0.167711856	0.335045162	0.335045162	0.335045162	0.335045162
50651	SLC45A1|50651	-1.168594914	-1.168594914	-1.168594914	-1.168594914	-1.168594914	-1.168594914	-1.168594914	-1.168594914	-0.725813604	-0.725813604	-0.725813604	-0.725813604
50814	NSDHL|50814	0.427648453	0.427648453	0.427648453	0.427648453	0.548196235	0.548196235	0.548196235	0.548196235	0.427648453	0.427648453	0.427648453	0.427648453
50846	DHH|50846	-1.274219938	-1.274219938	-1.274219938	-1.274219938	-1.274219938	-1.274219938	-1.274219938	-1.274219938	-0.779848351	-0.779848351	-0.779848351	-0.779848351
50852	TRAT1|50852	-0.53586198	-0.53586198	-0.53586198	-0.53586198	-1.239372378	-1.239372378	-1.239372378	-1.239372378	-1.239372378	-1.239372378	-1.239372378	-1.239372378
50856	CLEC4A|50856	-0.490340817	-0.490340817	-0.490340817	-0.490340817	-0.796109046	-0.796109046	-0.796109046	-0.796109046	-0.796109046	-0.796109046	-0.796109046	-0.796109046
50943	FOXP3|50943	-0.166679963	-0.166679963	-0.166679963	-0.166679963	-0.539787496	-0.539787496	-0.539787496	-0.539787496	-0.539787496	-0.539787496	-0.539787496	-0.539787496
51056	LAP3|51056	1.092986792	1.092986792	1.092986792	1.092986792	0.94617457	0.94617457	0.94617457	0.94617457	1.092986792	1.092986792	1.092986792	1.092986792
51059	FAM135B|51059	-1.450393072	-1.450393072	-1.450393072	-1.450393072	-1.450393072	-1.450393072	-1.450393072	-1.450393072	-0.74811568	-0.74811568	-0.74811568	-0.74811568
51071	DERA|51071	0.61402938	0.61402938	0.61402938	0.61402938	0.61402938	0.61402938	0.61402938	0.61402938	0.414513517	0.414513517	0.414513517	0.414513517
51088	KLHL5|51088	0.357607527	0.357607527	0.357607527	0.357607527	0.226505591	0.226505591	0.226505591	0.226505591	0.357607527	0.357607527	0.357607527	0.357607527
51102	MECR|51102	0.376671061	0.376671061	0.376671061	0.376671061	0.51106191	0.51106191	0.51106191	0.51106191	0.376671061	0.376671061	0.376671061	0.376671061
51116	MRPS2|51116	0.684481077	0.684481077	0.684481077	0.684481077	0.844468176	0.844468176	0.844468176	0.844468176	0.684481077	0.684481077	0.684481077	0.684481077
51117	COQ4|51117	0.535979684	0.535979684	0.535979684	0.535979684	0.669829341	0.669829341	0.669829341	0.669829341	0.535979684	0.535979684	0.535979684	0.535979684
51131	PHF11|51131	0.100392222	0.100392222	0.100392222	0.100392222	-0.092872224	-0.092872224	-0.092872224	-0.092872224	0.100392222	0.100392222	0.100392222	0.100392222
51151	SLC45A2|51151	0.637801649	0.637801649	0.637801649	0.637801649	0.637801649	0.637801649	0.637801649	0.637801649	-0.293434648	-0.293434648	-0.293434648	-0.293434648
51166	AADAT|51166	-0.427017418	-0.427017418	-0.427017418	-0.427017418	-0.427017418	-0.427017418	-0.427017418	-0.427017418	-0.065334918	-0.065334918	-0.065334918	-0.065334918
51171	HSD17B14|51171	0.220090166	0.220090166	0.220090166	0.220090166	0.220090166	0.220090166	0.220090166	0.220090166	-0.183154103	-0.183154103	-0.183154103	-0.183154103
51195	RAPGEFL1|51195	-0.244924305	-0.244924305	-0.244924305	-0.244924305	0.02196225	0.02196225	0.02196225	0.02196225	-0.244924305	-0.244924305	-0.244924305	-0.244924305
51196	PLCE1|51196	-0.483755479	-0.483755479	-0.483755479	-0.483755479	-0.483755479	-0.483755479	-0.483755479	-0.483755479	0.018374919	0.018374919	0.018374919	0.018374919
51225	ABI3|51225	0.303112441	0.303112441	0.303112441	0.303112441	-0.024633147	-0.024633147	-0.024633147	-0.024633147	-0.024633147	-0.024633147	-0.024633147	-0.024633147
51237	MGC29506|51237	0.450653921	0.450653921	0.450653921	0.450653921	-0.373142613	-0.373142613	-0.373142613	-0.373142613	-0.373142613	-0.373142613	-0.373142613	-0.373142613
51284	TLR7|51284	-0.053880098	-0.053880098	-0.053880098	-0.053880098	-0.501674822	-0.501674822	-0.501674822	-0.501674822	-0.501674822	-0.501674822	-0.501674822	-0.501674822
51285	RASL12|51285	-0.366182478	-0.366182478	-0.366182478	-0.366182478	-0.366182478	-0.366182478	-0.366182478	-0.366182478	-0.101799566	-0.101799566	-0.101799566	-0.101799566
51291	GMIP|51291	0.420543871	0.420543871	0.420543871	0.420543871	0.420543871	0.420543871	0.420543871	0.420543871	0.195718449	0.195718449	0.195718449	0.195718449
51311	TLR8|51311	-0.147016614	-0.147016614	-0.147016614	-0.147016614	-0.672779296	-0.672779296	-0.672779296	-0.672779296	-0.672779296	-0.672779296	-0.672779296	-0.672779296
51316	PLAC8|51316	-0.403570917	-0.403570917	-0.403570917	-0.403570917	-0.995310935	-0.995310935	-0.995310935	-0.995310935	-0.995310935	-0.995310935	-0.995310935	-0.995310935
51338	MS4A4A|51338	-0.058570888	-0.058570888	-0.058570888	-0.058570888	-0.339049238	-0.339049238	-0.339049238	-0.339049238	-0.058570888	-0.058570888	-0.058570888	-0.058570888
51368	TEX264|51368	0.869769967	0.869769967	0.869769967	0.869769967	1.006271815	1.006271815	1.006271815	1.006271815	0.869769967	0.869769967	0.869769967	0.869769967
51379	CRLF3|51379	0.205792809	0.205792809	0.205792809	0.205792809	0.072616589	0.072616589	0.072616589	0.072616589	0.205792809	0.205792809	0.205792809	0.205792809
51411	BIN2|51411	0.299569623	0.299569623	0.299569623	0.299569623	-0.186879156	-0.186879156	-0.186879156	-0.186879156	-0.186879156	-0.186879156	-0.186879156	-0.186879156
51422	PRKAG2|51422	-0.008623602	-0.008623602	-0.008623602	-0.008623602	-0.008623602	-0.008623602	-0.008623602	-0.008623602	-0.287184572	-0.287184572	-0.287184572	-0.287184572
51458	RHCG|51458	-0.912267163	-0.912267163	-0.912267163	-0.912267163	-0.234500747	-0.234500747	-0.234500747	-0.234500747	-0.912267163	-0.912267163	-0.912267163	-0.912267163
51693	TRAPPC2L|51693	0.517081817	0.517081817	0.517081817	0.517081817	0.647848315	0.647848315	0.647848315	0.647848315	0.517081817	0.517081817	0.517081817	0.517081817
51703	ACSL5|51703	0.360608084	0.360608084	0.360608084	0.360608084	-0.018321437	-0.018321437	-0.018321437	-0.018321437	-0.018321437	-0.018321437	-0.018321437	-0.018321437
51744	CD244|51744	-0.572926306	-0.572926306	-0.572926306	-0.572926306	-0.973922818	-0.973922818	-0.973922818	-0.973922818	-0.973922818	-0.973922818	-0.973922818	-0.973922818
51762	RAB8B|51762	0.615456505	0.615456505	0.615456505	0.615456505	0.457282919	0.457282919	0.457282919	0.457282919	0.615456505	0.615456505	0.615456505	0.615456505
51816	CECR1|51816	1.125868434	1.125868434	1.125868434	1.125868434	0.729190888	0.729190888	0.729190888	0.729190888	0.729190888	0.729190888	0.729190888	0.729190888
53346	TM6SF1|53346	-0.51437051	-0.51437051	-0.51437051	-0.51437051	-0.749739051	-0.749739051	-0.749739051	-0.749739051	-0.51437051	-0.51437051	-0.51437051	-0.51437051
53347	UBASH3A|53347	-0.307300747	-0.307300747	-0.307300747	-0.307300747	-0.965520628	-0.965520628	-0.965520628	-0.965520628	-0.965520628	-0.965520628	-0.965520628	-0.965520628
53405	CLIC5|53405	-0.666924709	-0.666924709	-0.666924709	-0.666924709	-0.992477654	-0.992477654	-0.992477654	-0.992477654	-0.666924709	-0.666924709	-0.666924709	-0.666924709
53829	P2RY13|53829	-0.212203683	-0.212203683	-0.212203683	-0.212203683	-0.696528167	-0.696528167	-0.696528167	-0.696528167	-0.696528167	-0.696528167	-0.696528167	-0.696528167
53833	IL20RB|53833	-1.081527918	-1.081527918	-1.081527918	-1.081527918	-0.706283582	-0.706283582	-0.706283582	-0.706283582	-1.081527918	-1.081527918	-1.081527918	-1.081527918
53905	DUOX1|53905	-0.822499538	-0.822499538	-0.822499538	-0.822499538	-0.354096142	-0.354096142	-0.354096142	-0.354096142	-0.822499538	-0.822499538	-0.822499538	-0.822499538
54106	TLR9|54106	-0.49097388	-0.49097388	-0.49097388	-0.49097388	-0.860269646	-0.860269646	-0.860269646	-0.860269646	-0.860269646	-0.860269646	-0.860269646	-0.860269646
54206	ERRFI1|54206	0.403128157	0.403128157	0.403128157	0.403128157	0.403128157	0.403128157	0.403128157	0.403128157	0.93401074	0.93401074	0.93401074	0.93401074
54413	NLGN3|54413	-0.395240129	-0.395240129	-0.395240129	-0.395240129	-0.395240129	-0.395240129	-0.395240129	-0.395240129	0.05958338	0.05958338	0.05958338	0.05958338
54431	DNAJC10|54431	1.026039967	1.026039967	1.026039967	1.026039967	1.026039967	1.026039967	1.026039967	1.026039967	1.184926305	1.184926305	1.184926305	1.184926305
54440	SASH3|54440	0.65202622	0.65202622	0.65202622	0.65202622	0.167995845	0.167995845	0.167995845	0.167995845	0.167995845	0.167995845	0.167995845	0.167995845
54453	RIN2|54453	0.371831138	0.371831138	0.371831138	0.371831138	0.371831138	0.371831138	0.371831138	0.371831138	0.646310533	0.646310533	0.646310533	0.646310533
54464	XRN1|54464	0.563081435	0.563081435	0.563081435	0.563081435	0.392522309	0.392522309	0.392522309	0.392522309	0.563081435	0.563081435	0.563081435	0.563081435
54491	FAM105A|54491	-0.30870042	-0.30870042	-0.30870042	-0.30870042	-0.718525842	-0.718525842	-0.718525842	-0.718525842	-0.30870042	-0.30870042	-0.30870042	-0.30870042
54496	PRMT7|54496	0.629911035	0.629911035	0.629911035	0.629911035	0.765990226	0.765990226	0.765990226	0.765990226	0.629911035	0.629911035	0.629911035	0.629911035
54509	RHOF|54509	0.128390699	0.128390699	0.128390699	0.128390699	-0.251995078	-0.251995078	-0.251995078	-0.251995078	-0.251995078	-0.251995078	-0.251995078	-0.251995078
54510	PCDH18|54510	-0.212356959	-0.212356959	-0.212356959	-0.212356959	-0.212356959	-0.212356959	-0.212356959	-0.212356959	0.170661321	0.170661321	0.170661321	0.170661321
54518	APBB1IP|54518	0.439380006	0.439380006	0.439380006	0.439380006	-0.029619716	-0.029619716	-0.029619716	-0.029619716	-0.029619716	-0.029619716	-0.029619716	-0.029619716
54625	PARP14|54625	1.187287898	1.187287898	1.187287898	1.187287898	0.928784241	0.928784241	0.928784241	0.928784241	0.928784241	0.928784241	0.928784241	0.928784241
54626	HES2|54626	-1.070696155	-1.070696155	-1.070696155	-1.070696155	-0.429686841	-0.429686841	-0.429686841	-0.429686841	-1.070696155	-1.070696155	-1.070696155	-1.070696155
54814	QPCTL|54814	0.450262458	0.450262458	0.450262458	0.450262458	0.63334266	0.63334266	0.63334266	0.63334266	0.450262458	0.450262458	0.450262458	0.450262458
54832	VPS13C|54832	0.739254952	0.739254952	0.739254952	0.739254952	0.55930522	0.55930522	0.55930522	0.55930522	0.739254952	0.739254952	0.739254952	0.739254952
54839	LRRC49|54839	-0.740490261	-0.740490261	-0.740490261	-0.740490261	-0.740490261	-0.740490261	-0.740490261	-0.740490261	-0.397252919	-0.397252919	-0.397252919	-0.397252919
